,online_order,book_table,rate,votes,location,rest_type,cost_two,type,city,Beverages,Biryani,Cafe,Chinese,Continental,Desserts,Fast Food,Italian,North Indian,South Indian
469,Yes,No,4,155,Jayanagar,Casual Dining,450,Delivery,Banashankari,0,0,0,1,0,0,0,0,1,1
471,Yes,Yes,5,666,Jayanagar,Casual Dining,1000,Delivery,Banashankari,0,1,0,1,0,0,0,0,1,0
471,Yes,Yes,5,666,Jayanagar, Bar,1000,Delivery,Banashankari,0,1,0,1,0,0,0,0,1,0
473,Yes,No,4,240,Basavanagudi,Cafe,700,Delivery,Banashankari,0,0,1,0,0,0,0,0,0,0
474,Yes,No,4,918,Banashankari,Cafe,800,Delivery,Banashankari,0,0,1,0,0,0,0,1,0,0
474,Yes,No,4,918,Banashankari, Casual Dining,800,Delivery,Banashankari,0,0,1,0,0,0,0,1,0,0
475,Yes,No,4,465,Jayanagar,Casual Dining,600,Delivery,Banashankari,0,0,0,1,0,0,0,0,1,1
476,Yes,Yes,5,970,Jayanagar,Microbrewery,1500,Delivery,Banashankari,0,0,0,0,1,0,0,0,1,0
476,Yes,Yes,5,970,Jayanagar, Casual Dining,1500,Delivery,Banashankari,0,0,0,0,1,0,0,0,1,0
477,Yes,No,4,128,Banashankari,Quick Bites,300,Delivery,Banashankari,0,0,0,1,0,0,0,0,1,0
478,Yes,No,4,241,Kumaraswamy Layout,Quick Bites,300,Delivery,Banashankari,0,0,0,1,0,0,0,0,1,0
480,Yes,No,5,734,Banashankari,Quick Bites,200,Delivery,Banashankari,0,0,0,1,0,0,0,0,1,1
481,Yes,No,4,130,Jayanagar,Quick Bites,400,Delivery,Banashankari,0,1,0,0,0,0,0,0,1,0
482,Yes,No,5,261,Jayanagar,Cafe,700,Delivery,Banashankari,1,0,1,0,1,0,0,0,0,0
483,Yes,No,4,191,Kumaraswamy Layout,Quick Bites,300,Delivery,Banashankari,1,0,0,1,0,0,0,0,1,1
484,Yes,No,5,364,Basavanagudi,Casual Dining,550,Delivery,Banashankari,0,0,0,1,0,0,0,0,1,1
487,Yes,No,4,888,Banashankari,Casual Dining,750,Delivery,Banashankari,0,0,0,1,0,0,1,0,1,1
489,Yes,No,4,750,Basavanagudi,Casual Dining,500,Delivery,Banashankari,0,0,0,1,0,0,0,0,1,1
490,Yes,Yes,5,164,Banashankari,Cafe,500,Delivery,Banashankari,0,0,1,1,1,0,0,1,0,0
493,Yes,No,4,527,Basavanagudi,Casual Dining,500,Delivery,Banashankari,0,0,0,0,0,0,0,0,1,0
494,No,No,5,345,Banashankari,Dessert Parlor,400,Desserts,Banashankari,0,0,0,0,0,1,0,0,0,0
495,No,No,5,356,Banashankari,Sweet Shop,150,Desserts,Banashankari,0,0,0,0,0,0,0,0,0,0
497,Yes,No,4,38,Banashankari,Dessert Parlor,150,Desserts,Banashankari,0,0,0,0,0,0,0,0,0,0
502,Yes,No,4,116,Banashankari,Dessert Parlor,400,Desserts,Banashankari,1,0,0,0,0,1,0,0,0,0
503,Yes,No,4,918,Banashankari,Cafe,800,Desserts,Banashankari,0,0,1,0,0,0,0,1,0,0
503,Yes,No,4,918,Banashankari, Casual Dining,800,Desserts,Banashankari,0,0,1,0,0,0,0,1,0,0
506,Yes,No,4,144,Banashankari,Cafe,700,Desserts,Banashankari,0,0,1,1,0,0,0,1,0,0
508,Yes,No,5,860,Banashankari,Dessert Parlor,500,Desserts,Banashankari,0,0,0,0,0,1,0,0,0,0
518,No,No,4,45,Banashankari,Takeaway,400,Desserts,Banashankari,0,0,0,0,0,0,0,0,0,0
518,No,No,4,45,Banashankari, Delivery,400,Desserts,Banashankari,0,0,0,0,0,0,0,0,0,0
533,Yes,No,4,70,Banashankari,Dessert Parlor,400,Desserts,Banashankari,0,0,0,0,0,1,1,0,0,0
535,No,No,4,98,Basavanagudi,Sweet Shop,400,Desserts,Banashankari,0,0,0,1,0,0,0,0,1,0
535,No,No,4,98,Basavanagudi, Quick Bites,400,Desserts,Banashankari,0,0,0,1,0,0,0,0,1,0
537,Yes,No,4,219,Basavanagudi,Cafe,600,Desserts,Banashankari,0,0,1,0,0,0,0,1,0,0
538,Yes,No,4,73,Basavanagudi,Bakery,300,Desserts,Banashankari,0,0,0,0,0,1,0,0,0,0
547,Yes,No,3,97,Basavanagudi,Casual Dining,400,Desserts,Banashankari,0,0,0,1,0,0,0,0,1,1
554,Yes,No,4,888,Banashankari,Casual Dining,750,Dine-out,Banashankari,0,0,0,1,0,0,1,0,1,1
555,Yes,Yes,4,349,Banashankari,Casual Dining,1200,Dine-out,Banashankari,1,1,0,0,0,0,0,0,1,1
556,Yes,No,5,287,Banashankari,Quick Bites,350,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,0
557,Yes,Yes,5,2556,Banashankari,Casual Dining,600,Dine-out,Banashankari,0,0,1,0,0,0,0,1,0,0
557,Yes,Yes,5,2556,Banashankari, Cafe,600,Dine-out,Banashankari,0,0,1,0,0,0,0,1,0,0
558,Yes,Yes,5,354,Banashankari,Casual Dining,800,Dine-out,Banashankari,0,0,0,1,0,0,0,0,0,0
559,Yes,Yes,5,775,Banashankari,Casual Dining,800,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
560,Yes,Yes,5,2115,Banashankari,Casual Dining,800,Dine-out,Banashankari,0,0,0,0,1,1,0,1,0,0
561,No,Yes,4,977,Banashankari,Lounge,1300,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,0
562,No,No,5,868,Banashankari,Pub,1200,Dine-out,Banashankari,0,0,0,1,1,0,0,1,1,0
563,Yes,No,4,324,Banashankari,Cafe,700,Dine-out,Banashankari,0,0,1,0,1,0,0,1,0,0
564,Yes,No,5,787,Banashankari,Casual Dining,800,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
565,Yes,No,5,504,Banashankari,Cafe,550,Dine-out,Banashankari,1,0,1,0,0,0,0,1,0,0
566,Yes,No,5,402,Banashankari,Cafe,500,Dine-out,Banashankari,0,0,1,0,0,0,0,0,0,0
567,Yes,Yes,5,150,Banashankari,Cafe,600,Dine-out,Banashankari,0,0,1,0,1,0,0,1,0,0
568,Yes,Yes,5,164,Banashankari,Cafe,500,Dine-out,Banashankari,0,0,1,1,1,0,0,1,0,0
569,No,No,5,244,Banashankari,Casual Dining,800,Dine-out,Banashankari,0,0,0,0,0,0,0,1,1,0
570,Yes,No,4,771,Banashankari,Casual Dining,450,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
571,Yes,No,5,1647,Banashankari,Casual Dining,600,Dine-out,Banashankari,0,0,0,1,0,0,0,0,0,0
572,No,Yes,4,808,Banashankari,Casual Dining,850,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
573,No,No,4,424,Banashankari,Cafe,450,Dine-out,Banashankari,0,0,1,0,1,0,0,0,0,0
574,Yes,No,4,135,Banashankari,Casual Dining,800,Dine-out,Banashankari,0,0,0,1,1,0,0,0,1,0
577,Yes,No,4,918,Banashankari,Cafe,800,Dine-out,Banashankari,0,0,1,0,0,0,0,1,0,0
577,Yes,No,4,918,Banashankari, Casual Dining,800,Dine-out,Banashankari,0,0,1,0,0,0,0,1,0,0
578,Yes,No,4,90,Banashankari,Cafe,650,Dine-out,Banashankari,0,0,1,0,0,0,0,0,0,0
579,Yes,No,4,519,Banashankari,Casual Dining,900,Dine-out,Banashankari,0,0,0,1,0,0,0,0,0,0
580,Yes,No,4,105,Banashankari,Casual Dining,700,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,0
583,Yes,No,4,133,Banashankari,Cafe,800,Dine-out,Banashankari,0,0,1,1,1,0,1,0,0,0
584,Yes,No,4,144,Banashankari,Cafe,700,Dine-out,Banashankari,0,0,1,1,0,0,0,1,0,0
585,No,No,4,93,Banashankari,Cafe,300,Dine-out,Banashankari,0,0,1,0,0,0,0,1,0,0
586,Yes,No,4,42,Banashankari,Quick Bites,300,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
587,Yes,No,3,247,Banashankari,Casual Dining,500,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,0
590,Yes,No,3,62,Banashankari,Cafe,400,Dine-out,Banashankari,0,0,1,0,0,0,0,0,1,0
591,Yes,No,4,160,Banashankari,Casual Dining,700,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
595,Yes,No,4,129,Banashankari,Casual Dining,600,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,0
597,No,No,4,62,Banashankari,Bar,800,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
601,No,No,3,283,Banashankari,Casual Dining,600,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,0
605,Yes,No,4,59,Banashankari,Casual Dining,750,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
606,Yes,No,4,179,Banashankari,Casual Dining,600,Dine-out,Banashankari,1,0,0,1,0,0,0,0,1,0
607,No,No,4,62,Banashankari,Quick Bites,150,Dine-out,Banashankari,0,0,0,1,0,0,0,0,0,1
615,No,No,3,98,Banashankari,Bar,800,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
618,No,No,3,128,Banashankari,Casual Dining,850,Dine-out,Banashankari,0,0,0,1,0,0,0,0,0,0
620,Yes,No,3,45,Banashankari,Casual Dining,800,Dine-out,Banashankari,0,0,0,0,0,0,0,1,0,0
629,Yes,No,4,41,South Bangalore,Food Truck,400,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
630,Yes,No,4,405,Banashankari,Casual Dining,750,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
631,Yes,No,4,388,Banashankari,Casual Dining,650,Dine-out,Banashankari,0,1,0,0,0,0,0,0,1,0
632,No,No,5,651,Banashankari,Quick Bites,100,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
634,Yes,No,5,734,Banashankari,Quick Bites,200,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
636,No,No,4,1047,Banashankari,Quick Bites,450,Dine-out,Banashankari,0,0,0,1,1,0,1,1,0,0
637,Yes,No,4,505,Banashankari,Quick Bites,450,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
639,Yes,No,4,264,Banashankari,Quick Bites,200,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
642,Yes,No,4,286,Banashankari,Quick Bites,500,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
643,No,No,5,343,Banashankari,Quick Bites,100,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
647,No,No,4,70,Banashankari,Quick Bites,500,Dine-out,Banashankari,1,0,0,0,0,0,1,0,0,0
649,Yes,No,4,70,Banashankari,Quick Bites,100,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
654,Yes,No,4,237,Banashankari,Quick Bites,200,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,1
656,Yes,No,5,201,Banashankari,Quick Bites,300,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
657,Yes,No,3,506,Banashankari,Quick Bites,500,Dine-out,Banashankari,0,0,0,1,0,0,1,0,1,0
658,No,No,5,520,Banashankari,Quick Bites,300,Dine-out,Banashankari,0,1,0,1,0,0,0,0,0,0
661,No,No,4,88,Banashankari,Quick Bites,300,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,1
663,Yes,No,4,136,Banashankari,Quick Bites,600,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
666,No,No,4,88,Banashankari,Quick Bites,250,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
672,No,No,4,189,Banashankari,Quick Bites,300,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
676,No,No,4,39,Banashankari,Quick Bites,350,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
677,Yes,No,4,540,Banashankari,Quick Bites,800,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
678,No,No,4,71,Banashankari,Quick Bites,250,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,1
686,Yes,No,4,88,Banashankari,Quick Bites,350,Dine-out,Banashankari,0,1,0,1,0,0,0,0,1,1
690,Yes,No,3,87,Banashankari,Quick Bites,600,Dine-out,Banashankari,0,0,0,0,0,0,0,1,0,0
694,Yes,No,5,415,Banashankari,Quick Bites,500,Dine-out,Banashankari,0,1,0,0,0,0,1,0,1,0
695,Yes,No,4,128,Banashankari,Quick Bites,300,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
696,No,No,5,94,Banashankari,Quick Bites,100,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
698,No,No,4,65,Banashankari,Quick Bites,300,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
701,No,No,4,52,Banashankari,Quick Bites,300,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
703,Yes,No,3,290,Banashankari,Quick Bites,450,Dine-out,Banashankari,0,1,0,1,0,0,0,0,1,0
704,Yes,No,4,59,Banashankari,Quick Bites,200,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,0
705,No,No,4,130,Banashankari,Quick Bites,200,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
708,Yes,No,4,80,Banashankari,Quick Bites,250,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,0
709,Yes,No,4,441,Banashankari,Quick Bites,400,Dine-out,Banashankari,0,1,0,1,0,0,0,0,1,1
760,Yes,No,4,84,Banashankari,Quick Bites,250,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
761,No,No,4,42,Banashankari,Quick Bites,300,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
763,Yes,No,3,213,Banashankari,Quick Bites,400,Dine-out,Banashankari,0,1,0,1,0,0,0,0,1,1
766,No,No,5,725,Jayanagar,Quick Bites,350,Dine-out,Banashankari,0,1,0,0,0,0,0,0,0,1
767,Yes,No,4,750,Basavanagudi,Casual Dining,500,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
768,No,No,4,166,Basavanagudi,Casual Dining,600,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,0
769,No,No,5,4460,Basavanagudi,Quick Bites,150,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
770,No,No,4,153,Basavanagudi,Casual Dining,350,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
771,Yes,No,4,469,Basavanagudi,Casual Dining,750,Dine-out,Banashankari,1,0,0,1,0,0,0,0,1,0
772,Yes,No,5,364,Basavanagudi,Casual Dining,550,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
773,Yes,No,4,286,Basavanagudi,Casual Dining,600,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,0
774,Yes,No,4,527,Basavanagudi,Casual Dining,500,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,0
775,Yes,No,4,101,Basavanagudi,Quick Bites,150,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
776,Yes,No,5,558,Basavanagudi,Quick Bites,150,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
778,No,No,4,148,Basavanagudi,Casual Dining,550,Dine-out,Banashankari,0,0,1,1,0,0,1,0,1,0
778,No,No,4,148,Basavanagudi, Cafe,550,Dine-out,Banashankari,0,0,1,1,0,0,1,0,1,0
779,No,No,3,377,Basavanagudi,Pub,1100,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
780,No,No,4,206,Basavanagudi,Quick Bites,450,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
782,No,No,4,100,Basavanagudi,Quick Bites,300,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
783,Yes,No,5,444,Basavanagudi,Quick Bites,100,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
784,No,No,4,133,Basavanagudi,Casual Dining,650,Dine-out,Banashankari,0,0,0,0,1,0,0,1,0,0
785,Yes,No,4,219,Basavanagudi,Cafe,600,Dine-out,Banashankari,0,0,1,0,0,0,0,1,0,0
786,No,No,5,253,Basavanagudi,Quick Bites,250,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
788,No,No,4,61,Basavanagudi,Casual Dining,600,Dine-out,Banashankari,0,1,0,1,0,0,0,0,1,1
789,Yes,No,4,155,Mysore Road,Casual Dining,400,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,1
790,Yes,No,4,233,Jayanagar,Casual Dining,800,Dine-out,Banashankari,0,0,0,0,0,0,0,1,1,0
791,Yes,No,4,264,Mysore Road,Casual Dining,750,Dine-out,Banashankari,1,1,0,1,0,0,0,0,1,0
793,No,No,5,238,Basavanagudi,Quick Bites,600,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
797,Yes,No,5,176,Basavanagudi,Casual Dining,800,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
798,Yes,No,4,93,Basavanagudi,Quick Bites,200,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,0
799,No,No,4,124,Basavanagudi,Quick Bites,300,Dine-out,Banashankari,0,0,0,0,0,1,1,0,1,1
800,Yes,No,5,275,Basavanagudi,Quick Bites,100,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
801,No,No,5,254,Basavanagudi,Quick Bites,150,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
802,No,No,5,177,Basavanagudi,Quick Bites,100,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
804,Yes,No,4,132,Basavanagudi,Quick Bites,200,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
806,Yes,No,4,74,Basavanagudi,Quick Bites,300,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,1
808,Yes,No,4,172,Uttarahalli,Casual Dining,700,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
811,Yes,No,4,543,Basavanagudi,Quick Bites,300,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,1
812,No,No,4,52,Basavanagudi,Quick Bites,300,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
813,No,No,4,217,Basavanagudi,Casual Dining,450,Dine-out,Banashankari,0,0,0,1,0,0,1,0,1,1
817,No,No,4,111,Basavanagudi,Casual Dining,700,Dine-out,Banashankari,0,0,0,1,0,0,0,0,1,0
818,Yes,No,4,133,Basavanagudi,Quick Bites,200,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
819,No,No,4,39,Jayanagar,Quick Bites,250,Dine-out,Banashankari,0,0,0,0,0,0,0,0,1,1
820,No,No,4,64,Basavanagudi,Quick Bites,200,Dine-out,Banashankari,0,0,0,0,0,0,0,0,0,1
827,No,No,4,148,Basavanagudi,Quick Bites,150,Dine-out,Banashankari,0,0,0,0,0,0,1,0,0,0
830,No,No,4,55,South Bangalore,Food Truck,300,Dine-out,Banashankari,0,1,0,1,0,0,0,0,0,0
855,No,Yes,4,977,Banashankari,Lounge,1300,Drinks & nightlife,Banashankari,0,0,0,0,0,0,0,0,0,0
856,No,No,5,868,Banashankari,Pub,1200,Drinks & nightlife,Banashankari,0,0,0,1,1,0,0,1,1,0
858,No,No,4,62,Banashankari,Bar,800,Drinks & nightlife,Banashankari,0,0,0,1,0,0,0,0,1,1
861,No,No,3,98,Banashankari,Bar,800,Drinks & nightlife,Banashankari,0,0,0,1,0,0,0,0,1,0
862,No,No,3,377,Basavanagudi,Pub,1100,Drinks & nightlife,Banashankari,0,0,0,1,0,0,0,0,1,0
863,Yes,Yes,5,2487,Bannerghatta Road,Pub,900,Buffet,Bannerghatta Road,0,0,0,0,0,0,0,1,1,0
864,Yes,Yes,5,1964,Bannerghatta Road,Casual Dining,1000,Buffet,Bannerghatta Road,0,1,0,1,0,0,1,0,1,0
865,Yes,No,5,3178,Bannerghatta Road,Casual Dining,750,Buffet,Bannerghatta Road,0,0,0,1,0,0,0,0,1,1
866,Yes,No,4,455,Bannerghatta Road,Casual Dining,550,Buffet,Bannerghatta Road,0,1,0,1,0,0,0,0,1,0
868,No,Yes,5,3845,JP Nagar,Casual Dining,1600,Buffet,Bannerghatta Road,0,0,0,0,0,0,0,0,1,0
869,No,No,5,353,JP Nagar,Casual Dining,1200,Buffet,Bannerghatta Road,0,0,0,0,0,0,0,0,1,1
870,No,Yes,5,1234,JP Nagar,Casual Dining,800,Buffet,Bannerghatta Road,0,0,0,1,0,0,0,0,1,1
871,Yes,Yes,5,1538,JP Nagar,Casual Dining,1000,Buffet,Bannerghatta Road,0,0,0,1,0,1,0,0,1,0
873,Yes,Yes,4,756,JP Nagar,Casual Dining,1000,Buffet,Bannerghatta Road,0,0,0,0,0,0,0,0,1,0
874,Yes,Yes,4,347,JP Nagar,Casual Dining,1000,Buffet,Bannerghatta Road,0,0,0,1,0,0,0,0,1,0
876,No,Yes,4,165,JP Nagar,Casual Dining,1000,Buffet,Bannerghatta Road,0,1,0,1,0,0,0,0,1,1
877,No,No,4,177,JP Nagar,Casual Dining,950,Buffet,Bannerghatta Road,0,0,0,1,1,0,0,0,1,0
879,Yes,No,3,102,BTM,Casual Dining,600,Buffet,Bannerghatta Road,0,0,0,1,0,0,0,0,1,1
881,No,Yes,4,200,Bannerghatta Road,Cafe,700,Cafes,Bannerghatta Road,0,0,1,0,1,0,0,0,0,0
882,Yes,No,4,102,Bannerghatta Road,Cafe,450,Cafes,Bannerghatta Road,1,0,1,0,0,0,0,0,0,0
884,Yes,No,4,171,Bannerghatta Road,Cafe,300,Cafes,Bannerghatta Road,0,0,1,0,0,0,0,0,0,0
885,Yes,No,4,37,Bannerghatta Road,Cafe,400,Cafes,Bannerghatta Road,1,0,1,0,0,0,0,0,0,0
886,Yes,No,4,40,Bannerghatta Road,Food Court,400,Cafes,Bannerghatta Road,1,0,1,0,0,1,1,0,0,0
887,No,No,4,125,Bannerghatta Road,Cafe,500,Cafes,Bannerghatta Road,0,1,1,0,0,0,0,1,1,0
888,Yes,No,4,49,Bannerghatta Road,Cafe,600,Cafes,Bannerghatta Road,0,0,1,0,0,0,0,0,0,0
890,No,No,4,69,Bannerghatta Road,Cafe,700,Cafes,Bannerghatta Road,0,0,1,0,0,0,0,0,0,0
890,No,No,4,69,Bannerghatta Road, Bakery,700,Cafes,Bannerghatta Road,0,0,1,0,0,0,0,0,0,0
893,No,No,4,78,Bannerghatta Road,Cafe,350,Cafes,Bannerghatta Road,0,0,1,0,0,0,0,0,0,0
895,Yes,No,3,48,Bannerghatta Road,Quick Bites,650,Cafes,Bannerghatta Road,0,0,1,1,0,0,1,0,0,0
895,Yes,No,3,48,Bannerghatta Road, Cafe,650,Cafes,Bannerghatta Road,0,0,1,1,0,0,1,0,0,0
902,Yes,No,5,46,JP Nagar,Cafe,600,Cafes,Bannerghatta Road,0,0,1,0,0,0,0,0,0,0
903,No,No,4,129,JP Nagar,Cafe,600,Cafes,Bannerghatta Road,0,0,1,0,1,0,0,0,0,0
905,Yes,Yes,4,727,JP Nagar,Cafe,800,Cafes,Bannerghatta Road,0,0,1,0,1,0,0,0,1,0
907,No,No,5,521,JP Nagar,Cafe,550,Cafes,Bannerghatta Road,0,0,1,0,1,0,0,1,0,0
908,Yes,No,5,203,JP Nagar,Quick Bites,650,Cafes,Bannerghatta Road,1,0,1,0,0,0,0,0,0,0
908,Yes,No,5,203,JP Nagar, Cafe,650,Cafes,Bannerghatta Road,1,0,1,0,0,0,0,0,0,0
909,Yes,Yes,5,4381,JP Nagar,Casual Dining,600,Cafes,Bannerghatta Road,0,0,1,0,0,0,0,1,0,0
909,Yes,Yes,5,4381,JP Nagar, Cafe,600,Cafes,Bannerghatta Road,0,0,1,0,0,0,0,1,0,0
910,Yes,No,4,131,JP Nagar,Cafe,400,Cafes,Bannerghatta Road,1,0,1,0,0,1,0,0,1,0
912,Yes,No,4,46,JP Nagar,Cafe,450,Cafes,Bannerghatta Road,0,0,1,0,0,1,0,1,0,0
915,No,No,4,48,JP Nagar,Cafe,550,Cafes,Bannerghatta Road,0,0,1,0,0,0,1,0,0,0
919,Yes,No,4,127,JP Nagar,Cafe,700,Cafes,Bannerghatta Road,0,0,1,0,0,1,0,1,0,0
920,Yes,No,3,85,JP Nagar,Cafe,500,Cafes,Bannerghatta Road,1,0,1,0,0,0,1,0,0,0
922,Yes,No,5,1178,BTM,Delivery,500,Delivery,Bannerghatta Road,0,1,0,0,1,1,0,0,1,0
923,Yes,No,4,335,BTM,Casual Dining,800,Delivery,Bannerghatta Road,0,1,0,0,0,0,0,0,1,0
924,Yes,No,4,254,BTM,Casual Dining,800,Delivery,Bannerghatta Road,0,1,0,0,0,0,0,0,1,0
927,Yes,No,5,63,JP Nagar,Takeaway,300,Delivery,Bannerghatta Road,0,0,0,0,0,0,1,0,0,0
927,Yes,No,5,63,JP Nagar, Delivery,300,Delivery,Bannerghatta Road,0,0,0,0,0,0,1,0,0,0
928,Yes,No,4,244,BTM,Quick Bites,400,Delivery,Bannerghatta Road,0,0,0,0,0,0,0,0,1,0
932,Yes,No,3,255,BTM,Quick Bites,250,Delivery,Bannerghatta Road,0,0,0,0,0,0,0,0,1,0
933,Yes,No,5,549,BTM,Dessert Parlor,400,Delivery,Bannerghatta Road,1,0,0,0,0,1,0,0,0,0
934,Yes,No,5,775,BTM,Quick Bites,300,Delivery,Bannerghatta Road,0,0,0,1,0,0,0,0,1,1
936,Yes,No,4,208,JP Nagar,Takeaway,300,Delivery,Bannerghatta Road,0,1,0,1,0,0,0,0,1,0
936,Yes,No,4,208,JP Nagar, Delivery,300,Delivery,Bannerghatta Road,0,1,0,1,0,0,0,0,1,0
937,Yes,No,5,739,JP Nagar,Delivery,500,Delivery,Bannerghatta Road,0,0,0,1,0,0,0,0,1,0
938,Yes,No,4,310,Bannerghatta Road,Quick Bites,400,Delivery,Bannerghatta Road,0,0,0,0,0,0,0,0,1,0
940,Yes,No,4,126,BTM,Quick Bites,150,Delivery,Bannerghatta Road,0,0,0,0,0,0,0,0,1,0
941,Yes,No,5,427,Bannerghatta Road,Takeaway,500,Delivery,Bannerghatta Road,0,0,0,0,0,0,1,0,1,0
941,Yes,No,5,427,Bannerghatta Road, Delivery,500,Delivery,Bannerghatta Road,0,0,0,0,0,0,1,0,1,0
942,Yes,No,4,197,BTM,Quick Bites,300,Delivery,Bannerghatta Road,0,0,0,0,0,0,0,0,1,0
943,Yes,No,5,601,BTM,Quick Bites,700,Delivery,Bannerghatta Road,1,0,0,0,0,0,0,1,0,0
944,Yes,No,4,488,JP Nagar,Takeaway,400,Delivery,Bannerghatta Road,0,1,0,1,0,0,0,0,1,1
944,Yes,No,4,488,JP Nagar, Delivery,400,Delivery,Bannerghatta Road,0,1,0,1,0,0,0,0,1,1
945,Yes,No,4,396,Bannerghatta Road,Quick Bites,400,Delivery,Bannerghatta Road,0,0,0,1,0,0,0,0,1,1
946,Yes,No,4,474,BTM,Quick Bites,450,Delivery,Bannerghatta Road,0,0,0,1,0,0,1,0,1,0
947,Yes,No,3,172,BTM,Quick Bites,300,Delivery,Bannerghatta Road,0,0,0,1,0,0,0,0,1,0
948,Yes,No,4,175,Bannerghatta Road,Quick Bites,250,Delivery,Bannerghatta Road,0,0,0,0,0,0,0,0,0,0
949,Yes,No,4,939,BTM,Casual Dining,600,Delivery,Bannerghatta Road,0,0,0,1,0,0,0,0,0,0
950,Yes,No,4,173,BTM,Quick Bites,250,Delivery,Bannerghatta Road,0,0,0,0,0,0,1,0,0,0
951,Yes,No,4,77,Bannerghatta Road,Quick Bites,400,Delivery,Bannerghatta Road,0,0,0,0,0,0,0,0,1,0
952,Yes,No,4,326,BTM,Cafe,200,Delivery,Bannerghatta Road,1,0,1,0,0,0,1,0,1,0
953,Yes,No,4,212,JP Nagar,Quick Bites,350,Delivery,Bannerghatta Road,0,1,0,0,0,0,0,0,0,0
